CustomerID,DateDiff,Frequency,Monetary
1335,512,716,6629216
1336,173,473,3266361
1337,419,651,4452814
1338,415,1200,638668
1339,452,537,4291534
1340,602,1326,8316579
1341,470,837,8610339
1342,422,743,1590748
1343,352,1413,5478154
1344,241,310,4474012
1345,339,1423,3440518
1346,593,1426,4324000
1347,374,378,7768822
1348,334,619,8368663
1349,714,237,3000637
1350,511,1266,6506298
1351,6,1050,6744239
1352,255,597,8409369
1353,304,119,9936608
1354,194,505,2074477
1355,658,201,6809799
1356,301,1153,4506596
1357,672,36,9054539
1358,218,761,5906386
1359,170,1421,6200430
1360,505,1011,7738347
1361,358,514,4938261
1362,703,1239,9700412
1363,598,1174,523594
1364,452,1365,6856517
1365,179,1186,6945654
1366,401,713,4542527
1367,392,784,5899904
1368,214,1378,3944652
1369,58,1329,6146168
1370,235,612,274969
1371,593,187,8867869
1372,630,587,9899640
1373,57,787,1687904
1374,553,1023,936458
1375,487,233,3926734
1376,216,1395,9515871
1377,421,1321,3487887
1378,175,1388,5145143
1379,433,552,5472023
1380,590,726,6124622
1381,598,1033,9437713
1382,173,1213,4365970
1383,200,320,1327983
1384,548,1224,602388
1385,387,238,2780
1386,172,638,9538986
1387,390,96,6463928
1388,39,916,7246153
1389,361,853,3053047
1390,272,688,2626907
1391,674,1259,7780682
1392,277,1208,3840099
1393,61,616,7730282
1394,541,329,8618495
1395,85,722,9556753
1396,549,1037,9927338
1397,11,97,4414270
1398,447,239,8517935
1399,516,505,6045960
1400,663,163,6450277
1401,560,444,9740078
1402,226,183,6004899
1403,340,128,3209689
1404,688,126,3165206
1405,667,443,6882346
1406,720,253,2804907
1407,41,331,4278506
1408,578,198,5426089
1409,580,776,4921284
1410,13,584,5737132
1411,257,63,5404195
1412,145,1235,196769
1413,371,651,9873903
1414,320,996,4440350
1415,666,1296,1018048
1416,634,863,2909562
1417,44,509,7012968
1418,233,1126,7789067
1419,389,39,2267978
1420,484,907,440119
1421,640,1286,4550201
1422,208,443,3554275
1423,484,1408,4725005
1424,244,454,1181702
1425,165,665,9569358
1426,443,1254,6972755
1427,652,703,1130246
1428,235,467,3123299
1429,604,269,8002329
1430,669,846,5598430
1431,407,1314,6058766
1432,234,1300,9603767
1433,305,553,9444665
1434,11,213,8044228
1435,171,173,9757637
1436,658,1433,8184740
1437,133,311,7742177
1438,457,1220,5950889
1439,219,1122,8030829
1440,471,4,1396021
1441,209,109,5812053
1442,195,232,995685
1443,522,80,3071295
1444,15,544,4190013
1445,318,352,2206945
1446,53,1003,1152551
1447,579,1136,5323748
1448,406,821,8691830
1449,653,996,1963462
1450,288,1183,6451290
1451,386,1188,140015
1452,651,1331,7163310
1453,651,435,4818203
1454,414,10,8704283
1455,147,511,5038463
1456,31,1102,6143174
1457,657,1246,5619706
1458,215,1135,9382604
1459,526,144,6086019
1460,232,936,1197792
1461,454,123,2748850
1462,252,1296,6651255
1463,436,547,6259121
1464,675,1350,631030
1465,589,187,4215550
1466,292,272,6488344
1467,385,538,9345288
1468,525,327,7902732
1469,368,299,3716153
1470,115,523,5038161
1471,36,1011,5390314
1472,566,102,5369089
1473,428,947,3607738
1474,158,137,4147784
1475,157,331,9191010
1476,509,575,7618614
1477,265,1274,5755581
1478,24,993,7960003
1479,26,1172,6052008
1480,513,622,5509672
1481,253,396,5639648
1482,678,609,3377773
1483,503,687,1594476
1484,637,720,5954773
1485,576,1315,7686535
1486,160,787,1750454
1487,519,416,7252252
1488,461,979,9019414
1489,53,1131,7458814
1490,289,1427,8458853
1491,715,1061,3496052
1492,401,608,9254414
1493,682,1381,6059412
1494,327,1197,3867604
1495,205,1034,1148242
1496,162,1093,1530290
1497,170,890,4997710
1498,676,1193,5272853
1499,574,891,2670739
1500,701,884,8254139
1501,33,842,5690149
1502,493,777,3791440
1503,653,643,2920604
1504,347,1399,3734866
1505,663,854,1053700
1506,159,364,2188814
1507,219,1255,3876673
1508,651,1009,3640112
1509,155,365,8270709
1510,581,894,4445658
1511,14,38,5772591
1512,307,989,3001616
1513,656,1263,615863
1514,163,432,9592052
1515,266,433,1827955
1516,620,1372,1619318
1517,286,838,4819098
1518,305,960,3176842
1519,180,567,173957
1520,654,179,7762345
1521,348,461,8821345
1522,152,357,3642279
1523,22,991,6262221
1524,469,1053,327189
1525,42,968,688803
1526,23,1015,9116493
1527,293,184,4938617
1528,462,26,10014
1529,689,1265,673441
1530,421,258,3530275
1531,286,454,3414920
1532,35,1174,6745762
1533,497,815,8401799
1534,501,151,5550205
1535,445,830,237694
1536,531,169,9922104
1537,45,386,8394887
1538,468,243,3874532
1539,118,1137,3689503
1540,99,559,2054502
1541,85,603,9957133
1542,185,199,5063326
1543,447,338,9565576
1544,676,978,3710762
1545,548,1266,9330999
1546,343,601,6257681
1547,543,660,4801661
1548,391,802,6424005
1549,290,1083,699436
1550,540,954,6881374
1551,621,895,6018154
1552,360,919,4388307
1553,377,269,3108460
1554,504,868,5932792
1555,34,1018,8968614
1556,125,271,7769602
1557,467,480,4305220
1558,330,1022,336729
1559,286,1030,829297
1560,170,505,9015
1561,17,1031,5306037
1562,697,884,7359289
1563,658,524,620967
1564,368,381,998022
1565,323,1120,3944850
1566,289,255,3289959
1567,57,546,1497191
1568,300,335,4885454
1569,591,202,4030702
1570,263,513,6675895
1571,364,1100,2863054
1572,593,826,8941149
1573,325,723,9066515
1574,197,482,5092393
1575,32,577,8902070
1576,463,255,6117488
1577,501,972,8302335
1578,193,851,9846351
1579,339,593,3470287
1580,714,48,7305667
1581,147,846,3298754
1582,461,263,2457836
1583,126,1275,8312421
1584,621,566,5692273
1585,327,8,3288256
1586,381,517,2708747
1587,139,6,902691
1588,267,675,503062
1589,135,1053,5597623
1590,115,962,3886875
1591,391,1044,705644
1592,188,1348,5158514
1593,233,27,2856423
1594,259,783,9701172
1595,232,629,7228439
1596,119,634,7002540
1597,309,689,2535557
1598,197,28,1013662
1599,588,664,6453729
1600,35,485,5785777
1601,487,915,2341445
1602,696,1067,145101
1603,42,709,7018612
1604,335,1367,2686252
1605,603,461,4163734
1606,578,1377,5854713
1607,643,935,5625834
1608,523,278,4441286
1609,170,215,2851039
1610,647,329,9618774
1611,244,362,4264408
1612,181,60,5106080
1613,623,1305,5615850
1614,427,1309,7659880
1615,628,1037,7318821
1616,173,25,9189762
1617,375,1401,3714375
1618,179,1263,8813286
1619,201,184,794190
1620,519,968,4984643
1621,304,16,5573721
1622,214,458,2093527
1623,195,456,5000800
1624,62,1059,2620491
1625,434,343,6173443
1626,38,563,4612777
1627,698,1221,3698700
1628,653,1153,6820615
1629,306,813,9950178
1630,636,871,2636733
1631,672,641,4006298
1632,83,381,3074105
1633,13,933,9436491
1634,360,1440,3004157
1635,252,1330,2928255
1636,540,0,4255794
1637,427,1339,7157403
1638,156,1098,4182918
1639,612,1130,1107995
1640,192,600,9960829
1641,254,1005,9010708
1642,222,273,3588749
1643,327,1026,9461484
1644,4,207,773952
1645,299,1100,3607825
1646,0,424,3983836
1647,26,1306,52476
1648,468,1025,4448596
1649,599,877,3085658
1650,71,636,2330976
1651,663,65,8980206
1652,110,693,6287206
1653,445,594,1432566
1654,117,636,393844
1655,555,932,9077953
1656,60,1229,3302439
1657,248,888,3298513
1658,93,188,8940552
1659,661,1091,8868456
1660,86,516,8498943
1661,504,840,1805190
1662,275,916,9897198
1663,228,284,237763
1664,573,1249,9825530
1665,193,771,7550545
1666,396,212,5875457
1667,692,705,2254335
1668,596,932,7366165
1669,554,189,9968145
1670,16,524,8985441
1671,371,179,7242834
1672,186,961,8347227
1673,120,1041,3423567
1674,30,1003,8372373
1675,411,701,5327919
1676,270,769,8749809
1677,308,696,5563325
1678,8,426,7258062
1679,120,1386,498526
1680,146,440,2890793
1681,279,1382,7306978
1682,236,257,7787790
1683,79,469,1123240
1684,79,1287,8385783
1685,390,1411,1545490
1686,651,1187,7435902
1687,2,1237,7293881
1688,100,1085,8435444
1689,173,544,2978035
1690,547,438,7666948
1691,404,79,5848756
1692,129,355,4642308
1693,115,1313,2660581
1694,490,829,6435943
1695,624,836,4011184
1696,240,811,6937119
1697,420,1334,348286
1698,510,751,6935203
1699,189,442,1146444
1700,716,1147,8383545
1701,133,642,6201453
1702,588,1259,6783689
1703,226,413,7640344
1704,348,511,4261588
1705,539,13,2087168
1706,7,872,3933327
1707,257,355,2769725
1708,422,738,89979
1709,364,269,1257518
1710,451,740,795241
1711,268,1328,4875997
1712,424,533,6078965
1713,380,961,3685543
1714,273,529,430959
1715,346,1045,4155861
1716,52,331,6487017
1717,138,1208,1240308
1718,488,1345,2701644
1719,95,1299,6894062
1720,578,1079,2247793
1721,386,1000,1905443
1722,8,963,5931385
1723,257,1098,1446347
1724,532,484,8798376
1725,312,875,3128853
1726,566,162,2305760
1727,437,373,2466300
1728,39,567,6264241
1729,382,1094,2560183
1730,265,1294,431813
1731,634,875,1643552
1732,701,1131,8426067
1733,597,193,5269823
1734,185,1239,3538640
1735,410,196,2679282
1736,122,118,7568920
1737,512,143,4605119
1738,694,29,6261887
1739,472,1421,6988543
1740,198,202,6917506
1741,114,1220,1048695
1742,560,222,3151448
1743,16,1057,2091438
1744,632,197,9002509
1745,370,748,7841548
1746,348,794,292992
1747,572,1415,4220661
1748,679,681,7952099
1749,93,395,8146319
1750,608,197,5448795
1751,23,923,1436370
1752,416,1381,1744740
1753,150,735,7658678
1754,488,963,9729995
1755,140,337,9563324
1756,275,39,9487708
1757,705,1119,9870839
1758,630,1092,3884554
1759,325,1123,1021965
1760,281,218,479695
1761,587,890,5069936
1762,530,184,4128419
1763,407,215,205292
1764,316,1055,1992570
1765,325,1253,5139425
1766,256,1339,3233877
1767,189,1146,6540357
1768,188,803,3095688
1769,342,1382,434617
1770,173,1262,4012163
1771,390,1081,5949764
1772,374,158,3664350
1773,182,1124,4767891
1774,277,1353,765187
1775,537,1351,5083600
1776,447,151,5665397
1777,147,1352,5558296
1778,348,26,8782214
1779,578,1280,5415255
1780,99,348,5073904
1781,384,129,8378688
1782,258,1178,5667070
1783,262,735,7033246
1784,341,722,2315173
1785,300,12,382987
1786,292,711,6998519
1787,716,842,148155
1788,455,602,2822015
1789,409,90,5672256
1790,159,901,3309003
1791,394,193,4919183
1792,159,15,4318754
1793,530,180,3754697
1794,708,625,2108672
1795,193,68,9333977
1796,380,1148,1328524
1797,186,364,117340
1798,505,393,40082
1799,226,414,5657299
1800,83,106,6190913
1801,590,626,5386241
1802,616,637,7569879
1803,255,966,5456486
1804,224,877,3018256
1805,278,359,2529871
1806,372,23,7954318
1807,185,167,4827954
1808,694,1100,8975296
1809,535,374,9293177
1810,571,977,9370780
1811,47,1267,3076340
1812,355,982,8723233
1813,188,810,1606381
1814,187,1385,6205627
1815,41,1098,6406826
1816,499,482,4250664
1817,393,93,363249
1818,382,562,3554463
1819,216,1092,4035942
1820,318,737,794717
1821,383,706,5883459
1822,323,6,6363142
1823,402,667,1508376
1824,354,1075,2496252
1825,95,51,7068220
1826,65,250,5422700
1827,403,430,5228989
1828,121,171,3676701
1829,185,813,4634474
1830,531,1051,5295047
1831,425,225,8162276
1832,276,965,2770699
1833,195,601,5180067
1834,413,205,1568054
1835,471,664,534012
1836,277,1359,9103685
1837,653,845,5653822
1838,323,479,4884103
1839,83,425,3602024
1840,142,840,7004609
1841,283,173,7899874
1842,133,643,631435
1843,481,1135,269268
1844,293,51,765733
1845,679,249,7182020
1846,226,1174,7388632
1847,213,323,6949889
1848,414,220,2924258
1849,297,926,9801485
1850,300,626,6844399
1851,603,813,4808964
1852,661,805,3086337
1853,176,1086,4938152
1854,645,100,5598263
1855,67,900,6506181
1856,716,1039,9802662
1857,97,398,3688887
1858,105,1077,1438419
1859,50,897,7892709
1860,532,713,6697902
1861,678,296,4850702
1862,412,1022,237986
1863,248,865,9822521
1864,3,631,5354
1865,142,475,4541034
1866,571,1203,7051653
1867,484,1178,8754812
1868,327,188,3234990
1869,203,1283,3005526
1870,438,1174,6904887
1871,29,242,8925611
1872,369,1095,7451648
1873,510,620,7723244
1874,66,96,1107267
1875,435,170,4855645
1876,148,773,5654776
1877,431,640,8063542
1878,191,602,484205
1879,656,1150,7928097
1880,528,819,1960896
1881,264,76,6232507
1882,398,393,9901188
1883,60,596,4282795
1884,468,1330,6392427
1885,31,257,9672681
1886,318,771,6104234
1887,354,1011,248502
1888,247,358,6830628
1889,561,1091,4128115
1890,110,1297,8647884
1891,542,981,489182
1892,164,1127,4684515
1893,290,338,6970749
1894,328,540,3297325
1895,41,839,7636725
1896,105,1434,5694532
1897,290,1084,8750153
1898,210,735,2535411
1899,337,368,7513319
1900,266,763,5644268
1901,139,548,5161610
1902,551,411,1103213
1903,363,855,5009533
1904,670,622,4207582
1905,277,1346,9943241
1906,478,95,6743178
1907,188,1097,409135
1908,18,1046,8441392
1909,499,110,6940
1910,113,1048,1245745
1911,234,362,2574038
1912,32,1258,4011036
1913,213,204,9346737
1914,35,720,9327061
1915,623,149,7491125
1916,573,111,4952226
1917,464,67,9691019
1918,78,1122,9631672
1919,419,951,4861009
1920,665,250,4602951
1921,230,970,856158
1922,632,436,2968218
1923,361,1283,4314568
1924,369,243,3795083
1925,290,1130,918837
1926,195,1072,3853177
1927,568,206,9693773
1928,689,1097,8987710
1929,135,602,1482962
1930,169,210,7732679
1931,403,774,4198811
1932,85,1332,5448207
1933,458,109,1219256
1934,48,607,132141
1935,537,289,4403270
1936,498,715,1639099
1937,42,1071,9700086
1938,666,52,5436043
1939,342,400,5678001
1940,667,215,227551
1941,659,783,151197
1942,410,944,837129
1943,155,292,9316278
1944,26,424,1490752
1945,517,1114,601741
1946,316,840,6372230
1947,486,293,4008314
1948,152,1135,2501339
1949,575,983,7025577
1950,168,790,3311301
1951,478,1375,4491104
1952,184,286,5064562
1953,700,362,3187477
1954,639,441,2916100
1955,246,931,7540141
1956,100,461,6721041
1957,329,1145,2660407
1958,605,81,6706814
1959,7,1272,2261580
1960,286,383,1815936
1961,657,846,2471499
1962,106,1342,9681563
1963,261,381,7431578
1964,511,1319,4331173
1965,638,1420,4456660
1966,486,281,6351394
1967,202,1384,3457706
1968,53,387,597745
1969,34,726,7843320
1970,600,190,9362378
1971,424,553,310983
1972,635,1150,5958185
1973,287,564,6339475
1974,597,1071,8295032
1975,210,650,7395421
1976,327,1408,9038095
1977,659,759,8905050
1978,479,580,3381281
1979,490,1096,2526154
1980,220,957,6507039
1981,52,860,7917067
1982,558,1189,244320
1983,360,1298,8729636
1984,440,1094,8471626
1985,644,663,6064095
1986,668,1331,5270447
1987,59,411,8269553
1988,328,520,6457391
1989,249,932,6781142
1990,514,1120,1159008
1991,20,484,8134843
1992,702,874,1369842
1993,548,1343,7860522
1994,338,1379,1908685
1995,662,695,3164375
1996,382,355,424484
1997,178,331,5451741
1998,105,1089,302589
1999,125,280,9837657
2000,641,178,852558
2001,145,729,1855874
2002,209,1133,2149100
2003,705,275,5574927
2004,24,1117,8310342
2005,316,537,423184
2006,123,1410,4529529
2007,28,56,4899138
2008,560,560,9282966
2009,550,1278,2798118
2010,95,1114,8386846
2011,310,1248,6573266
2012,553,637,2943024
2013,493,624,5338843
2014,276,941,5010062
2015,18,840,1427295
2016,14,297,9202597
2017,623,95,4252454
2018,286,97,8866148
2019,698,134,8377614
2020,346,651,5158765
2021,191,109,7535492
2022,261,977,1785002
2023,334,1281,8284154
2024,624,658,6562319
2025,370,314,3568418
2026,124,248,2628400
2027,558,905,2462576
2028,267,590,7460322
2029,180,35,8428147
2030,121,922,9084558
2031,309,144,5657505
2032,364,1383,4304423
2033,528,1136,2658298
2034,485,35,5263501
2035,400,179,5413829
2036,329,1125,9046963
2037,457,161,6537363
2038,434,68,3267345
2039,447,276,788187
2040,291,989,8533199
2041,166,904,6407426
2042,651,633,7262045
2043,311,733,4589156
2044,663,1378,9116560
2045,114,153,6321364
2046,399,633,2520761
2047,446,207,9480789
2048,557,1140,9743914
2049,596,869,6559229
2050,576,590,9559616
2051,679,410,2271470
2052,11,1253,7980131
2053,454,1194,2225495
2054,275,1230,9410774
2055,548,105,6238101
2056,182,860,7818768
2057,187,715,1832328
2058,470,8,7289946
2059,665,409,5589422
2060,83,1344,2438660
2061,466,1411,1673070
2062,33,1116,3201819
2063,472,559,8941287
2064,670,174,6285577
2065,236,997,9101119
2066,426,1050,4498442
2067,464,949,8967126
2068,144,213,363518
2069,229,279,9858527
2070,272,917,3160573
2071,515,611,5867206
2072,48,1139,8811849
2073,511,332,1778786
2074,440,486,8070798
2075,395,1177,6910710
2076,600,480,592026
2077,37,307,7585554
2078,81,285,1691934
2079,436,482,2168204
2080,604,474,184666
2081,170,541,6981122
2082,428,789,3102247
2083,258,174,7011874
2084,583,402,3203339
2085,370,886,7441145
2086,381,628,6481248
2087,349,820,2619240
2088,43,833,4669888
2089,30,562,8305556
2090,506,47,9022130
2091,229,1125,7538066
2092,578,741,1281307
2093,173,516,9423493
2094,3,1134,1855510
2095,383,73,9106177
2096,574,1019,7269938
2097,23,1205,7429105
2098,526,219,2555339
2099,676,965,3998960
2100,444,662,3689335
2101,464,1437,5286329
2102,491,481,9763431
2103,150,330,5003661
2104,99,592,6309237
2105,392,32,8998155
2106,376,457,6216935
2107,125,672,6430134
2108,592,1112,2069452
2109,665,551,283782
2110,295,438,6895175
2111,324,896,7636385
2112,650,269,3266163
2113,9,206,3193434
2114,134,18,5946363
2115,484,739,143433
2116,283,17,3200536
2117,198,453,6501109
2118,271,967,5300060
2119,407,331,498109
2120,24,1009,7099063
2121,521,395,6201877
2122,332,370,5258525
2123,184,726,1696088
2124,28,624,7851594
2125,104,180,201272
2126,185,705,7495231
2127,132,680,4146092
2128,316,403,9972521
2129,94,28,2557945
2130,23,666,8702097
2131,461,969,49175
2132,172,558,8673814
2133,363,769,2836727
2134,346,1217,2036848
2135,526,20,2943936
2136,702,96,3710577
2137,26,1182,57959
2138,338,289,7728643
2139,246,323,1407052
2140,479,1103,9024913
2141,203,769,364030
2142,317,245,9408789
2143,380,313,6614727
2144,414,1146,969003
2145,642,1044,2724889
2146,230,1182,2473678
2147,245,811,5773332
2148,685,1143,1765830
2149,51,946,2087682
2150,466,922,1666950
2151,197,761,9710192
2152,599,865,555551
2153,317,1365,1785218
2154,291,414,5279169
2155,370,235,3860695
2156,407,334,319607
2157,577,1147,6447132
2158,407,1366,5723713
2159,106,181,8095696
2160,571,1157,6386824
2161,546,630,5473889
2162,611,698,6897965
2163,176,259,4732019
2164,548,562,1632504
2165,514,1165,8009934
2166,93,27,3523670
2167,251,1239,6476782
2168,493,1280,3059655
2169,450,113,4002962
2170,646,1207,7502776
2171,321,450,4947364
2172,284,1250,8361111
2173,63,1388,4865524
2174,486,998,2166937
2175,9,1403,1827164
2176,610,571,456888
2177,452,696,2025383
2178,211,1329,4998972
2179,261,619,7290961
2180,384,658,7806169
2181,169,381,3584848
2182,346,698,1912481
2183,545,659,6000368
2184,330,423,4980265
2185,306,1386,6929794
2186,267,1419,8732963
2187,491,642,2621959
2188,699,691,4813749
2189,571,904,8906134
2190,507,546,4631695
2191,379,771,532981
2192,184,921,1195446
2193,380,47,4110820
2194,451,224,1706414
2195,512,666,4254555
2196,532,1233,2666848
2197,244,518,6018183
2198,327,246,2645437
2199,621,719,9385098
2200,456,893,7846936
2201,437,112,3062952
2202,44,372,6182892
2203,57,1020,7356038
2204,616,295,2441207
2205,76,1329,2485877
2206,156,1205,8688015
2207,132,74,4387315
2208,343,581,5861785
2209,193,210,2458452
2210,200,616,8847098
2211,261,226,6658891
2212,219,97,4600328
2213,345,10,1116955
2214,668,764,3176997
2215,434,1245,8903348
2216,146,1314,640203
2217,324,232,9275904
2218,404,1305,3141082
2219,302,662,9810823
2220,437,1286,9484714
2221,443,857,7069604
2222,704,1172,4357543
2223,346,668,6017364
2224,521,80,2907204
2225,554,912,2238759
2226,588,842,1920319
2227,467,87,8043320
2228,88,1361,1339838
2229,298,655,7436672
2230,19,422,1558946
2231,11,293,9675687
2232,627,122,4750746
2233,28,1067,605264
2234,486,1105,7137104
2235,682,863,96451
2236,561,1262,1375555
2237,439,25,2302836
2238,244,402,5339798
2239,356,172,2250639
2240,86,742,9902407
2241,676,258,9000285
2242,595,1300,2560859
2243,312,1404,8857719
2244,378,54,5956143
2245,633,103,3862011
2246,581,941,3524139
2247,68,886,9192985
2248,353,1218,655360
2249,682,1342,4803372
2250,207,1075,9707271
2251,273,682,9057478
2252,433,251,3355881
2253,509,552,1517792
2254,639,646,4074573
2255,574,821,2026868
2256,305,838,8332429
2257,190,967,308457
2258,679,684,7882501
2259,150,1174,9078824
2260,64,375,2355163
2261,82,1175,254201
2262,384,697,8521272
2263,310,335,8272082
2264,187,22,6932467
2265,67,586,8402371
2266,355,603,2196974
2267,351,453,7625637
2268,118,369,7713286
2269,412,1047,6054297
2270,11,264,1317862
2271,222,1076,534751
2272,510,800,6506975
2273,548,170,777941
2274,61,980,7748777
2275,647,1404,1800841
2276,569,1233,8365549
2277,641,866,5978254
2278,236,228,9912420
2279,474,971,1506734
2280,57,1315,904167
2281,431,1262,9981761
2282,488,354,4054313
2283,619,531,3725637
2284,414,674,1933565
2285,15,287,5373244
2286,681,164,2263409
2287,306,182,6661883
2288,449,897,2490805
2289,60,1152,6175860
2290,418,940,7690355
2291,96,425,4650621
2292,277,719,3998141
2293,383,345,8455524
2294,185,1053,3679652
2295,186,1429,9194918
2296,286,329,3255955
2297,379,90,705163
2298,533,1129,9098889
2299,82,1029,5663950
2300,689,1201,6818794
2301,190,47,1117620
2302,449,34,5705012
2303,706,1180,5415832
2304,84,508,1168114
2305,477,182,5175012
2306,263,7,77781
2307,371,156,5652438
2308,589,703,3918350
2309,598,452,7035970
2310,522,999,4711312
2311,406,690,5696755
2312,332,643,1353447
2313,21,450,2571639
2314,119,1199,1583002
2315,497,516,4826789
2316,151,828,9688202
2317,443,1262,1183590
2318,214,1180,6747079
2319,215,289,2891885
2320,635,1345,8783227
2321,399,945,9509642
2322,365,1286,1259091
2323,152,1325,6999542
2324,360,233,5828755
2325,128,485,142273
2326,43,1307,8654307
2327,354,1224,3134306
2328,544,1110,6335731
2329,364,1069,1384796
2330,709,814,274430
2331,711,698,6852496
2332,109,604,4883131
2333,181,791,656122
2334,661,1190,4199994
2335,57,201,5914963
2336,271,1157,6477517
2337,245,67,969609
2338,668,1044,942737
2339,509,107,1913974
2340,570,166,3893919
2341,683,613,2893579
2342,111,793,1872997
2343,552,540,6325698
2344,37,976,8217086
2345,404,887,175029
2346,264,1040,741514
2347,21,1362,7090095
2348,455,1229,5920380
2349,5,319,2617607
2350,368,935,7853070
2351,699,1129,6074543
2352,38,838,1165467
2353,443,142,3431887
2354,570,1350,1045855
2355,675,1320,5561850
2356,566,155,5276271
2357,361,959,6845396
2358,540,723,8084738
2359,41,539,1171992
2360,621,1058,9076938
2361,529,479,5195142
2362,613,763,9876393
2363,365,649,4624036
2364,413,1077,2025346
2365,595,718,3867770
2366,168,1114,8687612
2367,414,693,5797419
2368,428,948,268224
2369,415,643,9881534
2370,324,394,1133762
2371,275,1220,4851521
2372,250,1167,7004988
2373,596,632,2483417
2374,375,1410,2062673
2375,584,277,6781929
2376,506,64,7020908
2377,663,1285,6101045
2378,301,788,3207351
2379,654,935,3700160
2380,496,1058,8939599
2381,207,1012,1301671
2382,689,206,6240950
2383,538,183,853995
2384,248,1148,8065109
2385,412,1182,3263557
2386,600,703,950994
2387,111,1042,5490551
2388,452,1232,2780302
2389,17,786,2579674
2390,676,231,7206312
2391,145,1175,1178476
2392,244,371,6619275
2393,60,735,1894375
2394,287,231,6470809
2395,596,279,6526881
2396,28,1065,8828631
2397,63,731,9311763
2398,720,253,8182014
2399,288,109,8311125
2400,404,706,5015839
2401,191,1422,8363228
2402,91,844,1853435
2403,485,119,7066039
2404,61,394,6053097
2405,341,1376,2589578
2406,624,159,5524318
2407,108,207,8848196
2408,656,234,2305540
2409,508,1184,945180
2410,17,1354,1703570
2411,538,1297,1852120
2412,706,1282,8058236
2413,107,571,8038651
2414,376,840,3686936
2415,93,1363,4452997
2416,372,640,563605
2417,343,754,6416836
2418,704,1331,1990802
2419,295,551,6824968
2420,532,689,4475661
2421,601,1068,4983082
2422,670,1162,5508483
2423,165,988,88150
2424,596,1224,4588116
2425,98,1093,6587400
2426,638,217,693979
2427,49,66,7194786
2428,224,76,6640781
2429,632,674,2259822
2430,683,186,1498598
2431,582,1406,4408763
2432,11,949,2781370
2433,596,1215,2856286
2434,6,1111,4701238
2435,168,214,1950132
2436,7,852,5331579
2437,421,54,5584212
2438,162,10,6195561
2439,376,887,4099109
2440,155,1349,4303079
2441,322,139,5326684
2442,613,432,3246436
2443,653,1073,1399216
2444,348,543,8724611
2445,315,643,6391144
2446,637,565,1780294
2447,470,1239,3627635
2448,383,15,3966220
2449,528,960,6628167
2450,204,621,7059603
2451,51,434,2744005
2452,462,386,266501
2453,290,548,844459
2454,296,779,5908677
2455,620,1062,582372
2456,276,725,3353249
2457,160,739,2005960
2458,451,1016,6704690
2459,147,558,9376552
2460,426,909,648622
2461,297,250,4260086
2462,358,920,2061929
2463,399,1394,1082967
2464,344,961,9561577
2465,358,740,282827
2466,528,312,8026062
2467,292,470,3726046
2468,333,1209,8884020
2469,81,1395,2389858
2470,88,1248,3987766
2471,546,486,2048827
2472,510,583,9593251
2473,17,331,4282269
2474,508,1031,4554022
2475,161,441,7558067
2476,399,446,1866448
2477,361,1344,2986632
2478,248,1233,2250751
2479,256,275,9289549
2480,647,109,7006946
2481,513,1068,4902201
2482,377,163,7114666
2483,412,1170,5346176
2484,601,708,9639316
2485,680,1298,7231764
2486,287,66,7280797
2487,185,1383,8484019
2488,592,596,8747063
2489,649,1063,6152344
2490,63,148,4446647
2491,232,1202,5185905
2492,632,413,4762838
2493,578,1400,8161676
2494,156,890,4580398
2495,363,655,5082982
2496,649,1292,9306324
2497,154,1142,2455795
2498,715,1279,50625
2499,690,727,8510372
2500,279,1147,7140341
2501,431,208,7149235
2502,220,791,1108000
2503,303,1086,4936430
2504,596,103,4965417
2505,318,435,7056551
2506,664,1290,6180167
2507,366,68,1536212
2508,187,474,8409379
2509,683,958,8271512
2510,531,128,8115172
2511,70,1360,4960159
2512,549,276,6473282
2513,315,388,9017218
2514,16,1121,1604857
2515,20,591,1124382
2516,8,227,922544
2517,51,482,6978614
2518,606,501,3859800
2519,279,1334,5365334
2520,12,513,7945751
2521,399,57,8214370
2522,69,342,5679761
2523,151,1395,8373074
2524,585,637,1648875
2525,174,505,1545977
2526,250,156,8971595
2527,214,650,5214288
2528,54,863,8216016
2529,652,223,6675907
2530,181,942,6271827
2531,498,1300,6389809
2532,19,517,8635505
2533,221,1270,8388818
2534,645,619,7929671
2535,97,106,184862
2536,104,853,171862
2537,471,168,5882177
2538,113,465,7508801
2539,292,979,7440316
2540,191,1295,981888
2541,208,799,3562695
2542,220,1159,4303220
2543,620,391,6006947
2544,21,1027,7284063
2545,519,1170,1954844
2546,18,246,9751961
2547,211,487,5001182
2548,55,71,5820953
2549,702,1287,4532364
2550,123,609,9527995
2551,328,129,2509787
2552,66,242,8612941
2553,156,872,8562632
2554,463,286,6266035
2555,406,113,1979957
2556,579,646,2598206
2557,80,1009,3455930
2558,600,870,3012302
2559,562,1040,1993937
2560,483,919,9202974
2561,326,503,2922992
2562,577,615,1674015
2563,640,939,306167
2564,272,626,5760752
2565,20,842,1603243
2566,151,125,7909121
2567,589,1073,9477210
2568,508,8,3249723
2569,166,459,4029880
2570,272,651,5011542
2571,408,891,5311003
2572,294,1085,9764301
2573,71,632,2235821
2574,426,114,8410740
2575,499,1130,8541972
2576,88,171,7983340
2577,168,247,7921348
2578,234,1346,1675721
2579,583,367,8811718
2580,54,1370,6264452
2581,27,1374,3715801
